tweets,likes,time,source,retweets,tweet_length,zitat
"Hütter: Es geht für uns am Samstag schon noch um einiges: Eine gute Platzierung, einen ordentlichen Abschied von unseren Fans und den Ausbau unserer guten Serie, daher ist für uns das Spiel noch sehr wichtig. #BMGTSG",18,2022-05-12 11:04:09+00:00,Twitter Web App,0,216,1
Sportdirektor Roland Virkus und Cheftrainer Adi Hütter sind da. Die Pressekonferenz vor #BMGTSG beginnt jetzt.,13,2022-05-12 11:02:04+00:00,Twitter Web App,0,110,0
"🎙 Die Pressekonferenz vor dem letzten Spiel der Saison mit Roland Virkus und Adi Hütter. Los geht's wie immer um 13:00 Uhr. #BMGTSG
📺 Livestream: https://t.co/ZRgR0cX2mD
👇 Die wichtigsten Aussagen im Ticker https://t.co/esNHK4nyH1",69,2022-05-12 10:00:01+00:00,Twitter Web App,2,230,1
"💼🎮 Unsere Kollegen von @borussia_esport suchen Verstärkung!

➡ https://t.co/SOBQ9SbB6v https://t.co/loqtdakaDd",41,2022-05-12 09:27:32+00:00,Twitter Web App,4,110,0
"🎙🎧 @stindl28 x @WolffFuss

Wie hat euch das #BMGUKR Kommentatoren-Duo bei @ransport gefallen? 😅👇 https://t.co/NWsVs6l9fh",338,2022-05-12 07:45:22+00:00,Twitter Web App,6,120,0
👏👏👏 https://t.co/fwIGMduwbX,257,2022-05-12 07:02:27+00:00,Twitter Web App,14,27,0
"Ein Abend im Zeichen des Friedens! ☮️ 

DANKE für eine tolle Stimmung und eure Unterstützung. 💙💛🇺🇦

#StopWar #StandWithUkraine #BorussiaHilft #FohlenVerantwortung https://t.co/4fF4h3SuP9",264,2022-05-11 21:50:58+00:00,Twitter for iPhone,24,186,0
"Abpfiff! Die Ukraine 🇺🇦 gewinnt mit 2:1. 

Fußball verbindet! #BMGUKR

#StopWar #StandWithUkraine #BorussiaHilft https://t.co/XhOEengU6C",533,2022-05-11 20:42:44+00:00,Twitter for iPhone,36,136,0
⚽ Die Ukraine geht wieder in Führung. Oleksandr Pikhalionok trifft zum 2:1 (82.). #BMGUKR https://t.co/lYfICw3x8b,111,2022-05-11 20:32:07+00:00,Twitter for iPhone,5,113,0
"👏 20.223 👏 DANKE, dass ihr da seid! Дякую 😍 https://t.co/d0WFWlhYaO",450,2022-05-11 20:23:30+00:00,Twitter Web App,14,67,0
🔁 Wir wechseln noch einmal aus: Für Nico Elvedi kommt Torben Müsel ins Spiel (68.).,101,2022-05-11 20:16:14+00:00,Twitter Web App,4,83,1
"🕰 60. Minute
Borussia 1️⃣ : 1️⃣ Ukraine

#BMGUKR https://t.co/1njuhLCJxL",125,2022-05-11 20:10:05+00:00,Twitter for iPhone,8,72,1
"⏩Der zweite Durchgang läuft. Diese #FohlenElf steht jetzt auf dem Platz.

Sippel - Lainer, Scally, Elvedi, Bensebaini, Netz - Reitz, Koné, Neuhaus - Embolo, Bennetts.

#BMGUKR",112,2022-05-11 19:51:06+00:00,Twitter Web App,3,175,0
Pause im BORUSSIA-PARK! #BMGUKR https://t.co/d5lzjJtiLz,225,2022-05-11 19:34:56+00:00,Twitter for iPhone,7,55,0
#StopWar #StandWithUkraine #BorussiaHilft https://t.co/d9SHTEOpcv,336,2022-05-11 19:24:17+00:00,Twitter Web App,34,65,0
"15 Minuten sind durch: Die Ukraine hat durch Mudryk eröffnet (9.) ⚽, Conor Noß gelang kurze Zeit später der 1:1-Ausgleich (14.). #BMGUKR",145,2022-05-11 19:06:24+00:00,Twitter Web App,5,136,1
"Die Partie im BORUSSIA-PARK läuft. #BMGUKR 

#StopWar #StandWithUkraine https://t.co/Mmcr4WZCVU",197,2022-05-11 18:52:21+00:00,Twitter for iPhone,10,95,0
"Zusammen für Frieden! 🤝

Unter großem Applaus läuft gerade diese Video-Botschaft von Wladimir @Klitschko im Stadion. 💙💛

#StandWithUkraine #StopWar https://t.co/jsCrL6d3AC",656,2022-05-11 18:40:21+00:00,Twitter Web App,76,171,0
"Die Teams sind da, das Warm-up läuft. Gleich geht’s los! #BMGUKR https://t.co/RnQn6gwKh3",93,2022-05-11 18:24:55+00:00,Twitter for iPhone,4,88,0
"Ласкаво просимо в Менхенгладбдах! 👋
Herzlich Willkommen an alle Ukrainerinnen und Ukrainer sowie alle Borussia-Fans, die heute gemeinsam ein Zeichen für Zusammenhalt und Frieden setzen.

#StandWithUkraine #StopWar #BorussiaHilft https://t.co/nTkGnJejJQ",201,2022-05-11 18:07:14+00:00,Twitter Web App,11,252,0
Herzlich willkommen aus dem BORUSSIA-PARK! 💙💛 https://t.co/ZCAmc2sv7y,186,2022-05-11 17:54:04+00:00,Twitter for iPhone,8,69,0
"Diese #FohlenElf startet ins Benefizspiel gegen die Ukraine. 🇺🇦 

#BMGUKR #BorussiaHilft #FohlenVerantwortung #StandWithUkraine https://t.co/hJ512lmNgk",284,2022-05-11 17:46:29+00:00,Twitter for iPhone,11,151,0
👏🏻💙💛 https://t.co/Xq1tX1vHnC,112,2022-05-11 17:14:17+00:00,Twitter for iPhone,3,28,0
"@FactChecker_22 ℹ Kameras dürfen grundsätzlich mitgebracht werden. Allerdings ist vom Einsatz großer Wechselobjektive und Stative abzusehen. 
Wichtig: Die Aufnahmen dürfen nur für private Zwecke verwendet werden.",0,2022-05-11 14:47:16+00:00,Twitter Web App,0,212,1
Man kann ihn nur lieben 💚 https://t.co/qsSxn4oCgh,617,2022-05-11 14:44:33+00:00,Twitter Web App,16,49,0
Heute Abend (20:45 Uhr) steigt das Benefizspiel mit der ukrainischen Nationalmannschaft. Doch wie sieht diese eigentlich aus? Wir geben euch einen Überblick ⤵,91,2022-05-11 13:31:00+00:00,Twitter for Advertisers,5,158,0
"Flaco verlängert - und hat was zu sagen! 🗯🎬
👉 https://t.co/nhSZAJu4LN",68,2022-05-11 12:54:40+00:00,Twitter Web App,4,69,0
➕2️⃣ Jahre! 🤩 https://t.co/gJv8Ph3BFV,498,2022-05-11 12:47:42+00:00,Twitter Web App,15,37,0
"Patrick Herrmann bleibt Borusse! ✍💚

🗯 Im Interview spricht der 31-Jährige über seine Vertragsverlängerung, seine bewegte Zeit bei den Fohlen und seine Ziele für die Zukunft.",223,2022-05-11 11:42:46+00:00,Twitter for Advertisers,6,174,0
"✍ Patrick Herrmann unterschreibt bis 2024!
Alle Infos 👉 https://t.co/IGQLReZP0Z https://t.co/b8LsEBVtAP",439,2022-05-11 10:16:01+00:00,Twitter Web App,17,103,0
📲💚! https://t.co/E10wNTN0RX,783,2022-05-11 10:00:01+00:00,Twitter Media Studio,43,27,0
"Angelehnt an die „Santander #FohlenSkills – Dem Online-Training für Trainer“ wird Borussia auch in diesem Jahr regelmäßig Webinare für Jugendtrainer anbieten. 
Am heutigen Mittwochabend geht es um das Thema „Orientierung“ ⤵",47,2022-05-11 09:17:00+00:00,Twitter for Advertisers,3,223,0
"ℹ Tickethinweis für Kurzentschlossene: Vor #BMGUKR wird es eine Tageskasse geben. Wir freuen uns auf euch! 🤗

Online 🎟➡ https://t.co/rLTsmyPWdJ https://t.co/U3TZaexgpA",100,2022-05-11 08:57:00+00:00,Twitter Web App,7,167,1
@ransport @ProSieben 🤗,8,2022-05-11 08:28:10+00:00,Twitter Web App,0,22,0
"Mehr als ein Fußballspiel!

⏱️ 20:45 Uhr
🏟️ Zuhause
#️⃣ #BMGUKR
📺 @ProSieben @ransport https://t.co/1iRXlbkUFd",258,2022-05-11 06:18:16+00:00,Twitter Web App,27,110,0
"Morgen steigt das Benefizspiel gegen die ukrainische Nationalmannschaft. Hört auf @YannSommer1 und kommt ins Stadion 🏟 💚

🎫➡️https://t.co/rLTsmz7x5h https://t.co/qxdC8jDvb3",167,2022-05-10 16:24:35+00:00,Twitter Web App,7,172,0
ℹ️ Im Anschluss an das Benefizspiel zwischen Borussia und der ukrainischen Nationalmannschaft melden sich @lindazervakis und @MOpdenhoevel mit einer Spezialausgabe „Zervakis &amp; Opdenhövel. Live.“ direkt aus dem BORUSSIA-PARK. 🇺🇦 ⤵️,127,2022-05-10 15:33:00+00:00,Twitter for Advertisers,8,234,0
⏳🥁... Flo Neuhaus! ☑,55,2022-05-10 15:28:55+00:00,Twitter Web App,2,20,0
"ℹ Noch könnt ihr euch Tickets sichern und so den vom Krieg betroffenen Menschen in der Ukraine helfen.

🎫➡ https://t.co/rLTsmyPWdJ",58,2022-05-10 13:35:41+00:00,Twitter Web App,4,130,0
🚍📸 https://t.co/2mAEYnQANP,118,2022-05-10 13:35:41+00:00,Twitter Web App,7,26,0
"Ласкаво просимо в Менхенгладбдах! 👋🇺🇦

Herzlich willkommen in Mönchengladbach! 👋🇺🇦 https://t.co/igwF1ahPMC",412,2022-05-10 13:35:39+00:00,Twitter Web App,27,106,0
"Angesichts des bevorstehenden Benefizspiels gegen die ukrainische Nationalmannschaft, blicken wir auf die bisherigen Europapokalduelle der #FohlenElf mit @dynamokyiven und @FCShakhtar_eng zurück.",103,2022-05-10 11:31:00+00:00,Twitter for Advertisers,3,195,0
@grafzahl01 ❌ Lars ist es nicht..,0,2022-05-10 10:25:04+00:00,Twitter Web App,0,33,0
"Hier gibt's alle wichtigen Infos und Stimmen zu unserem Benefizspiel mit der ukrainischen Nationalmannschaft am morgigen Mittwoch (Anstoß 20:45 Uhr) 🇺🇦⤵

https://t.co/I7nm6kp1dT",77,2022-05-10 10:07:13+00:00,Twitter Web App,7,177,0
@HeidiFarlet Einen zweiten Versuch. 😅,1,2022-05-10 09:05:16+00:00,Twitter Web App,0,37,0
"🗯 Rolf Königs: „Wir freuen uns, dass wir in Dr. Stefan Stegemann einen langjährigen Partner und Freund für das Präsidium gewinnen &amp; in Markus Aretz einen leitenden Mitarbeiter mit großer Erfahrung auf dem wichtigen Feld der Kommunikation zur Geschäftsführung hinzunehmen können.“ https://t.co/Lc6TAoqmau",81,2022-05-10 08:00:22+00:00,Twitter Web App,5,307,1
"ℹ Borussias Aufsichtsrat hat Dr. Stefan Stegemann zum neuen Vizepräsidenten in das Präsidium gewählt.
Das Präsidium und der Aufsichtsrat beschlossen zudem die Bestellung von Markus Aretz als weiteren Geschäftsführer.

Zur Meldung ⤵",170,2022-05-10 07:58:47+00:00,Twitter for Advertisers,10,231,0
@Tuedsirol ❌🤷‍♂️ https://t.co/XPDBc74toi,4,2022-05-10 06:48:16+00:00,Twitter Web App,0,40,0
@MarkusWissing ❌ Nein. Nächster Versuch?,0,2022-05-10 06:45:49+00:00,Twitter Web App,0,40,0
"Na, wer isses? 🕵️‍♂️ https://t.co/F2prMKEj8D",211,2022-05-10 05:25:00+00:00,Twitter Web App,4,44,0
"ℹ Noch könnt ihr euch Karten sichern und so den vom Krieg betroffenen Menschen in der Ukraine helfen.
🎫 https://t.co/rLTsmz7x5h",32,2022-05-09 15:27:31+00:00,Twitter Web App,3,127,0
"Vor dem Spiel gegen das ukrainische Nationalteam (Mittwoch, 20:45 Uhr) äußern sich Geschäftsführer Stephan Schippers und Iryna Shum, Generalkonsulin im Generalkonsulat der Ukraine in Düsseldorf. 🗯

#StandWithUkraine #BorussiaHilft #FohlenVerantwortung",91,2022-05-09 15:02:00+00:00,Twitter for Advertisers,8,251,0
"Herzlichen Glückwunsch zum 7️⃣7️⃣. Geburtstag, Jupp Heynckes! 🎉
Borussia wünscht alles Gute und weiterhin viel Gesundheit!💚 https://t.co/biKSXH2qRF",468,2022-05-09 13:12:45+00:00,Twitter Web App,20,147,0
Meilenstein! Hoffi machte gestern das 2️⃣0️⃣0️⃣. #Bundesliga-Spiel seiner Karriere. 😍👏 https://t.co/geYNDqLqyW,287,2022-05-09 11:45:00+00:00,Twitter Web App,7,110,0
"📰 Der Tag danach: Die klareren Chancen gehabt, Saisondebüt für @tobi_sippel und das Benefizspiel gegen die ukrainische Nationalmannschaft vor der Brust – alles Wichtige zum 1:1 bei der @Eintracht gibt's hier ⤵️",77,2022-05-09 11:07:31+00:00,Twitter for Advertisers,4,210,1
"Mehr über unsere Schnapper erfahrt ihr in unserem #TorhüterInsights. Dort haben wir Trainer @fab_otte verkabelt! 🎙

https://t.co/DCLkousxNr",34,2022-05-09 09:03:08+00:00,Twitter Web App,4,139,0
"Glückwunsch an @tobi_sippel zum Saisondebüt für Borussia. 👏💚

#SGEBMG https://t.co/dbCk44Nh0z",339,2022-05-09 08:53:32+00:00,Twitter Web App,5,93,0
@Entsperrt Ja 😏,36,2022-05-09 07:49:44+00:00,Twitter Web App,2,15,0
"🗓 Training, Benefizspiel gegen die Ukraine, Bundesliga. Das steht diese Woche an: https://t.co/xXgixxaNmR",111,2022-05-09 07:44:06+00:00,Twitter Web App,3,105,1
Letzte Woche der Saison! Noch zweimal zuhause 🏡💚 https://t.co/fFzcp7tEiI,315,2022-05-09 06:44:20+00:00,Twitter for iPhone,7,72,0
"Das war's für heute. Kommt gut nach Hause, liebe Borussen! 👋💚

Wir wünschen der @Eintracht viel Erfolg für das Finale der #UEL am 18. Mai! https://t.co/hmq2frtYEa",901,2022-05-08 17:43:00+00:00,Twitter Web App,17,162,0
"Glückwunsch, Lasso! 🏅
Der Torschütze ist euer #CichonPM-Spieler des Spiels! https://t.co/1ONaTUzsQi",125,2022-05-08 17:20:00+00:00,Twitter Web App,3,99,0
"Tobi Sippel, Lars Stindl, Jonas Hofmann sowie die beiden Cheftrainer Adi Hütter und Oliver Glasner über das 1:1-Remis in Frankfurt ⤵",70,2022-05-08 16:50:06+00:00,Twitter for Advertisers,3,132,0
🗞 Hier geht's zum Spielbericht ⤵,45,2022-05-08 16:03:28+00:00,Twitter for Advertisers,3,32,0
"Stimmt jetzt in der #FohlenApp ab und wählt euren #CichonPM-Spieler des Spiels! 🗳

📲 https://t.co/Muua60Yl3f https://t.co/FXZ0yczkgh",37,2022-05-08 15:35:26+00:00,Twitter Web App,3,132,0
Schlusspfiff. Wir nehmen einen Punkt mit aus Frankfurt. ⚫⚪🟢 https://t.co/nJMxdPWu77,217,2022-05-08 15:23:18+00:00,Twitter Web App,14,83,0
Abseits! https://t.co/wyhdcXDORi,51,2022-05-08 15:21:25+00:00,Twitter Web App,6,32,0
"89': Plötzlich führt Frankfurt, doch die Fahne geht hoch - Abseits?
 
#Bundesliga #SGEBMG 1:1",74,2022-05-08 15:20:31+00:00,Twitter Web App,4,93,1
"86': Doppelwechsel bei der #FohlenElf:

⬅️ Jordan Beyer 
⬅ Lasso Plea

➡️ Joe Scally
➡ Patrick Herrmann

Gute Besserung, Jordan! 💚

#Bundesliga #SGEBMG 1:1",48,2022-05-08 15:17:41+00:00,Twitter Web App,3,155,1
"77': Trapp wischt den nächsten Abschluss raus. Wir schnuppern an der Führung! 👃
 
#Bundesliga #SGEBMG 1:1",43,2022-05-08 15:09:01+00:00,Twitter Web App,3,105,1
"75': Kopfsache. Noch 1️⃣5️⃣ aufm Tacho..
 
#Bundesliga #SGEBMG 1:1 https://t.co/IzzrKiOAni",40,2022-05-08 15:07:47+00:00,Twitter Web App,3,90,1
"73': NETZ! Nächste Topchance. Weiter so, Jungs!! ✊ 
 
#Bundesliga #SGEBMG 1:1",52,2022-05-08 15:05:52+00:00,Twitter Web App,5,77,1
"70': JA WIE?! Der war nicht drin??

#Bundesliga #SGEBMG 1:1",56,2022-05-08 15:03:03+00:00,Twitter Web App,4,59,1
"65': Ausgleich. Sonntagsschuss.. 😑
 
#Bundesliga #SGEBMG 1:1",114,2022-05-08 14:56:49+00:00,Twitter Web App,3,60,1
In die 🧱. Schade! https://t.co/PLYQLDGrD4,46,2022-05-08 14:48:15+00:00,Twitter Web App,4,41,0
"57': Freistoß für Borussia..
 
#Bundesliga #SGEBMG 0:1",40,2022-05-08 14:47:04+00:00,Twitter Web App,3,54,1
"56': Wo kommt denn die Musik auf einmal her?! 🔥⚽
 
#Bundesliga #SGEBMG 0:1",57,2022-05-08 14:46:00+00:00,Twitter Web App,3,74,1
"51': PUHHHH! Gutes Stellungsspiel, Lasso! ☝
Aufpassen jetzt!!
 
#Bundesliga #SGEBMG 0:1",53,2022-05-08 14:42:44+00:00,Twitter Web App,3,87,1
@ehreninvestor Puhhh..,29,2022-05-08 14:38:48+00:00,Twitter Web App,0,22,0
"47' Mutiger Start in beide Richtungen! Gibt's jetzt das Feuerwerk? 🎆
 
#Bundesliga #SGEBMG 0:1",35,2022-05-08 14:37:21+00:00,Twitter Web App,3,94,0
"46': Soo, die Akkus sind geladen - weiter geht's in Frankfurt! 🔋😎 
 
#Bundesliga #SGEBMG 0:1",89,2022-05-08 14:35:44+00:00,Twitter Web App,3,92,1
"⏸ Wir nehmen die Führung mit in die Kabine!

#SGEBMG https://t.co/kp2u0qUWNi",106,2022-05-08 14:17:33+00:00,Twitter Web App,4,76,0
Nö. https://t.co/BMU8C4STXF,94,2022-05-08 14:16:59+00:00,Twitter Web App,5,27,0
"40': Es bleiben 5️⃣ Minuten. Scheppert's nochmal vor der Pause? ⏳
 
#Bundesliga #SGEBMG 0:1 https://t.co/qElaW5H1HU",54,2022-05-08 14:09:58+00:00,Twitter Web App,3,115,1
"31': Erste Chance für die @Eintracht, doch Sippi guckt Ilsankers Kopfball über den Querbalken! 
 
#Bundesliga #SGEBMG 0:1 https://t.co/nMbH8K8rQl",51,2022-05-08 14:02:46+00:00,Twitter Web App,3,145,1
"25': Bis auf die Führung ist hier noch relativ wenig los vor beiden Toren. Hätten fast vergessen, dass @tobi_sippel heute spielt. 🤷‍♂️

#Bundesliga #SGEBMG 0:1",77,2022-05-08 13:55:37+00:00,Twitter Web App,3,159,1
"15': Viertelstunde durch.. ⏱ 

#Bundesliga #SGEBMG 0:1 https://t.co/aATxtWzsos",49,2022-05-08 13:45:23+00:00,Twitter Web App,3,78,1
"4': Stevie, Lasso, TOR! Läuft bislang! 😍

#Bundesliga #SGEBMG 0:1",125,2022-05-08 13:39:21+00:00,Twitter Web App,5,65,1
"4': JAAA! FÜHRUNG!!! 💪💪 

#Bundesliga #SGEBMG 0:1 https://t.co/VcDod5g3zp",168,2022-05-08 13:35:53+00:00,Twitter Web App,13,73,1
"3': Hoffi! Guter Start für #dieFohlen! 

#Bundesliga #SGEBMG 0:0",63,2022-05-08 13:33:48+00:00,Twitter Web App,3,64,1
"1': Anpfiff. Bring it 🔛! 

#Bundesliga #SGEBMG 0:0 https://t.co/W4aVioQBG9",52,2022-05-08 13:30:33+00:00,Twitter Web App,3,74,1
"Flach spielen, hoch gewinnen? Gleich geht‘s los in Frankfurt! 🌡⏳

#SGEBMG https://t.co/bm9azr5HUZ",70,2022-05-08 13:27:25+00:00,Twitter for iPhone,6,97,0
"📻 Im @Bitburger-#FohlenRadio gibt euch @ti_ger88 auch heute wieder 90 Minuten Fußball auf die Ohren! 🎙️ 

📲 https://t.co/Muua61fVUN
💻 https://t.co/NlfevlafNZ https://t.co/xI5ABXtMXg",41,2022-05-08 13:21:34+00:00,Twitter Web App,3,181,0
"Warm-Up läuft! 

📺 https://t.co/WpRtmb1spW https://t.co/NBLbBXAHnH",84,2022-05-08 13:14:22+00:00,Twitter for iPhone,4,66,0
"Hö? Platz sieht ja ganz okay aus! 😅

#SGEBMG https://t.co/R3w7TvXv4c",94,2022-05-08 13:02:25+00:00,Twitter for iPhone,6,68,0
"Deal! 🤝👀

#SGEBMG https://t.co/YX7aov8Yn0",993,2022-05-08 12:57:32+00:00,Twitter Web App,14,41,0
"Die Jungs sind da. Schiri, pfeif an jetzt.. 👏💚 https://t.co/Ox0qpJhdgM",80,2022-05-08 12:50:23+00:00,Twitter for iPhone,6,70,0
"Die Schiedsrichter für #SGEBMG

👨‍⚖️ Felix Zwayer
🚩 Rafael Foltyn
🚩 Marco Achmüller
4️⃣ Patrick Alt
🖥 Robert Hartmann
🖥 Robert Wessel https://t.co/0mitSZBFmU",44,2022-05-08 12:46:00+00:00,Twitter Web App,3,157,0
☝ So läuft die @Eintracht heute auf: https://t.co/wwkaHNHXcl,34,2022-05-08 12:38:27+00:00,Twitter Web App,3,60,1
"ℹ Tony Jantschke (Knieprobleme), Christoph Kramer (muskuläre Beschwerden) und @MarcusThuram (Adduktoren) fehlen verletzungsbedingt - @kne_manu und Nico Elvedi sind gesperrt.",57,2022-05-08 12:32:29+00:00,Twitter Web App,3,173,0
Sippi darf ran! Hier ist unsere Start-1️⃣1️⃣ gegen die @Eintracht 🔥 https://t.co/3KUDfy71U7,266,2022-05-08 12:31:00+00:00,Twitter Web App,20,91,0
"Guuude! 👋

🔜 #SGEBMG https://t.co/e9FeOEuKiK",114,2022-05-08 12:25:05+00:00,Twitter for iPhone,5,44,0
"Herzlichen Glückwunsch zum 6️⃣5️⃣. Geburtstag, Bernd Krauss! 🥳🎉 https://t.co/5DbkinaXVu",234,2022-05-08 12:17:10+00:00,Twitter Web App,5,87,0
"Auf den Tag genau 1️⃣ Jahr ist's her und noch immer weiß niemand, wie @YannSommer1 das gemacht hat! 🤯🤷‍♂️ https://t.co/xB8vZw8j17",547,2022-05-08 09:00:00+00:00,Twitter Media Studio,29,129,0
"@DielDerWuselige @Bitburger @sky Korrekt, vielen Dank für den Hinweis! Fehlerteufel war hier.. 😅",14,2022-05-08 08:42:37+00:00,Twitter Web App,0,96,0
"Auf geht's, Fohlen! 🔥

⏱️ 15:30 Uhr
🏟️ Deutsche Bank Park
⚔️ #SGEBMG
📱 Liveticker: #FohlenApp
📻 @Bitburger #FohlenRadio
📺 @Sky: https://t.co/k22QmlAiZy https://t.co/rU8gTwbHTu",181,2022-05-08 07:00:00+00:00,Twitter Web App,6,175,1
Mama ist die Beste! Ein 💚 zum #Muttertag! https://t.co/O9Hz0T0tao,249,2022-05-08 05:30:00+00:00,Twitter Web App,13,65,0
@Schtormy_Monday Da hat aber jemand ganz genau hingeschaut! 👏👏,4,2022-05-07 19:18:03+00:00,Twitter for iPhone,0,62,0
Wo ist der Ball? 🔍👇 https://t.co/Vy6LBrmu8t,123,2022-05-07 16:01:00+00:00,Twitter Web App,4,43,0
"Die junge #FohlenElf musste am Samstag eine 0:4-Niederlage gegen Fortuna Köln hinnehmen. 😕
https://t.co/8jMu506PyX",47,2022-05-07 14:58:51+00:00,Twitter Web App,2,114,0
"Erweisen sich #dieFohlen wieder als treffsicher? ⚽️

Mehr Zahlen und Fakten zur Begegnung ⤵️",58,2022-05-07 14:00:00+00:00,Twitter for Advertisers,2,92,0
"Schnäppchenjäger aufgepasst 👀

🛒 https://t.co/NVRr8q3cQX https://t.co/BI3E2ES5O4",88,2022-05-07 08:00:00+00:00,Twitter Web App,2,80,0
"Der 𝐂𝐚𝐩𝐢𝐭𝐚𝐧𝐨 regelt! In Frankfurt schickte @stindl28 Trapp gleich 3️⃣ Mal ins Kino. Welches Tor ist euer Favorit? ⚽👇

#FlashbackFriday https://t.co/DwWshNI61T",181,2022-05-06 16:34:23+00:00,Twitter Media Studio,6,158,0
"🆚 Der Gegner: @Eintracht
🧮 Tabellenplatz: 11
📈 Formkurve: N-N-U
👤 Trainer: Oliver Glasner
🔢 System: 3-4-2-1
🔎 Im Fokus: Evan N’dicka

Mehr Infos zum Gegner ⤵",68,2022-05-06 14:57:00+00:00,Twitter for Advertisers,4,157,1
"ℹ Sichert euch jetzt Karten für das Spiel (Anstoß 20:45 Uhr) im BORUSSIA-PARK und helft so den vom Krieg betroffenen Menschen in der Ukraine.
🎫 https://t.co/rLTsmyPWdJ

Übrigens: VIP-Tickets für den guten Zweck gibt's schon ab 99€.
📧 vip-tickets@borussia.de",19,2022-05-06 13:32:49+00:00,Twitter Web App,3,257,1
"2️⃣ Spiele = 2️⃣ Mal #WarmUp! 🎧

Diesmal begrüßt @HrKapellmeister Jordan Beyer am Mikrofon und spricht mit ihm über das bevorstehende Benefizspiel gegen die Ukraine am Mittwoch.

🟢 https://t.co/binC7z1EMo
🍎 https://t.co/iRwOFcasxg
☁  https://t.co/Ub5ptgEfmn https://t.co/uBF0OwaeOt",36,2022-05-06 13:32:48+00:00,Twitter Web App,3,281,0
"Es gibt keine weiteren Fragen. Die Pressekonferenz vor #SGEBMG ist damit beendet. Ansehen könnt ihr euch diese in voller Länge hier 👇 
https://t.co/1CqOKDj9xr",21,2022-05-06 11:18:43+00:00,Twitter Web App,3,158,0
"Hütter: Natürlich sehen wir alle gern schönen Fußball. Am Ende des Tages geht es im Fußball aber darum, erfolgreich zu sein. Und die Fans wollen natürlich sehen, dass die Mannschaft die grundlegenden Tugenden wie Laufbereitschaft und Kampfgeist auf den Platz bringt. #SGEBMG",28,2022-05-06 11:17:09+00:00,Twitter Web App,3,274,1
Hütter: Bei Mamadou Doucouré sind wir aufgrund seiner Verletzungshistorie natürlich sehr vorsichtig. Er hat aber zuletzt bei der U23 einige Spielminuten sammeln können und trainiert aktuell auch überwiegend bei der U23 mit. #SGEBMG,24,2022-05-06 11:14:48+00:00,Twitter Web App,1,231,1
